:ID,identifier:String,name:String,:LABEL
Q27674848,Q27674848,Bartter disease type 2,Disease
Q18557262,Q18557262,periosteal osteogenic sarcoma,Disease
Q18557328,Q18557328,cervical large cell neuroendocrine carcinoma,Disease
Q2279175,Q2279175,progressive muscular atrophy,Disease
Q1186703,Q1186703,demyelinating disease,Disease
Q18554592,Q18554592,spinal cord lipoma,Disease
Q18553489,Q18553489,Kahrizi syndrome,Disease
Q18557263,Q18557263,breast capillary hemangioma,Disease
Q3640986,Q3640986,first-degree atrioventricular block,Disease
Q18557187,Q18557187,ovarian biphasic or triphasic teratoma,Disease
Q18557440,Q18557440,childhood cerebral astrocytoma,Disease
Q18975399,Q18975399,phagocyte bactericidal dysfunction,Disease
Q1151801,Q1151801,Waardenburg's syndrome,Disease
Q18556259,Q18556259,scrotum basal cell carcinoma,Disease
Q18556357,Q18556357,breast angiosarcoma,Disease
Q7248853,Q7248853,Progressive myoclonus epilepsy,Disease
Q924002,Q924002,hypertrophy of breast,Disease
Q18556728,Q18556728,endometrial clear cell adenocarcinoma,Disease
Q895414,Q895414,Bowenoid papulosis,Disease
Q1137463,Q1137463,sexual dysfunction,Disease
Q367929,Q367929,Kluver-Bucy syndrome,Disease
Q18556071,Q18556071,intraventricular meningioma,Disease
Q18555211,Q18555211,dehydration polycythemia,Disease
Q18556119,Q18556119,main bronchus cancer,Disease
Q18556051,Q18556051,acute allergic sanguinous otitis media,Disease
Q18553556,Q18553556,large intestine adenocarcinoma,Disease
Q18557503,Q18557503,mixed eosinophil-basophil adenoma,Disease
Q369148,Q369148,neurilemmoma,Disease
Q18554354,Q18554354,hypertrophic pyloric stenosis,Disease
Q18553558,Q18553558,rectum adenoma,Disease
Q21082501,Q21082501,spinocerebellar ataxia type 16,Disease
Q18553858,Q18553858,gonococcal seminal vesiculitis,Disease
Q18557732,Q18557732,adult spinal cord ependymoma,Disease
Q27677776,Q27677776,retinitis pigmentosa 29,Disease
Q498237,Q498237,schizoid personality disorder,Disease
Q21097872,Q21097872,episodic ataxia type 6,Disease
Q27164430,Q27164430,amelogenesis imperfecta type 1C,Disease
Q3281252,Q3281252,autosomal dominant intermediate Charcot-Marie-Tooth disease,Disease
Q18556694,Q18556694,central nervous system leiomyosarcoma,Disease
Q2626074,Q2626074,Diffuse large B-cell lymphoma,Disease
Q1475743,Q1475743,Robinow syndrome,Disease
Q21097746,Q21097746,alopecia universalis,Disease
Q23037746,Q23037746,Timothy grass allergy,Disease
Q18553733,Q18553733,lymph node adenoid cystic carcinoma,Disease
Q18554066,Q18554066,stone in bladder diverticulum,Disease
Q567869,Q567869,anosognosia,Disease
Q18557453,Q18557453,choroid epithelioid cell melanoma,Disease
Q18557928,Q18557928,kidney angiomyolipoma,Disease
Q18554514,Q18554514,perforation of bile duct,Disease
Q18558185,Q18558185,pathologic nystagmus,Disease
Q18557271,Q18557271,lung occult squamous cell carcinoma,Disease
Q558230,Q558230,cholesteatoma,Disease
Q18554853,Q18554853,breast adenoma,Disease
Q28024523,Q28024523,X-linked lymphoproliferative syndrome 1,Disease
Q7901561,Q7901561,toxicodendron dermatitis,Disease
Q18553642,Q18553642,triple-receptor negative breast cancer,Disease
Q18557352,Q18557352,synchronous bilateral breast carcinoma,Disease
Q18555933,Q18555933,scrotum Paget's disease,Disease
Q4358147,Q4358147,rumination disorder,Disease
Q18555005,Q18555005,paraurethral gland neoplasm,Disease
Q4876717,Q4876717,Beare-Stevenson cutis gyrata syndrome,Disease
Q18966144,Q18966144,pontocerebellar hypoplasia type 1A,Disease
Q18552029,Q18552029,carbohydrate metabolism disease,Disease
Q18554114,Q18554114,bladder lateral wall cancer,Disease
Q1815985,Q1815985,pseudobulbar palsy,Disease
Q18557138,Q18557138,herpetic gastritis,Disease
Q18554476,Q18554476,pneumatosis cystoides intestinalis,Disease
Q18558248,Q18558248,urethral gland abscess,Disease
Q18558053,Q18558053,bladder carcinoma in situ,Disease
Q2334877,Q2334877,nutmeg liver,Disease
Q18557593,Q18557593,diffuse intraductal papillomatosis,Disease
Q18556784,Q18556784,lung combined type small cell carcinoma,Disease
Q18556865,Q18556865,testicular germ cell cancer,Disease
Q18557036,Q18557036,subendocardial myocardial infarction,Disease
Q18553728,Q18553728,amyotrophic lateral sclerosis type 20,Disease
Q1515163,Q1515163,SAPHO syndrome,Disease
Q6821200,Q6821200,mesenchymal chondrosarcoma,Disease
Q28024677,Q28024677,autosomal dominant nonsyndromic deafness 18,Disease
Q18555196,Q18555196,rectosigmoid cancer,Disease
Q18557939,Q18557939,afferent loop syndrome,Disease
Q18556313,Q18556313,cervix melanoma,Disease
Q18557515,Q18557515,transitional meningioma,Disease
Q776026,Q776026,biotinidase deficiency,Disease
Q18967011,Q18967011,cryptococcal meningitis,Disease
Q18555951,Q18555951,systemic mastocytosis,Disease
Q18554723,Q18554723,dystrophies primarily involving the retinal pigment epithelium,Disease
Q28065629,Q28065629,Christianson syndrome,Disease
Q18557852,Q18557852,fibroosseous pseudotumor of digits,Disease
Q18556871,Q18556871,ovarian germ cell teratoma,Disease
Q18557317,Q18557317,cervical adenoma malignum,Disease
Q1500373,Q1500373,lactic acidosis,Disease
Q5432935,Q5432935,familial encephalopathy with neuroserpin inclusion bodies,Disease
Q18968209,Q18968209,adenosarcoma,Disease
Q18556961,Q18556961,cutaneous liposarcoma,Disease
Q27674906,Q27674906,cataract 44,Disease
Q28024713,Q28024713,autosomal dominant nonsyndromic deafness 59,Disease
Q17010894,Q17010894,ADULT syndrome,Disease
Q18556338,Q18556338,papillary renal cell carcinoma,Disease
Q18556701,Q18556701,ovary leiomyosarcoma,Disease
Q18557829,Q18557829,bladder mixed adenocarcinoma,Disease
Q18556324,Q18556324,cavernous sinus meningioma,Disease
Q18557021,Q18557021,pediatric lymphoma,Disease
Q18554455,Q18554455,scrotum melanoma,Disease
Q27164490,Q27164490,Charcot-Marie-Tooth disease axonal type 2CC,Disease
Q27677762,Q27677762,retinitis pigmentosa 28,Disease
Q842169,Q842169,sparganosis,Disease
Q18557924,Q18557924,malignant cornea melanoma,Disease
Q2823333,Q2823333,succinic semialdehyde dehydrogenase deficiency,Disease
Q2787011,Q2787011,Chronic recurrent multifocal osteomyelitis,Disease
Q455085,Q455085,granuloma annulare,Disease
Q18557886,Q18557886,vulva fibroepithelial polyp,Disease
Q4557543,Q4557543,chromosome 18p deletion syndrome,Disease
Q4368173,Q4368173,subacute thyroiditis,Disease
Q18553363,Q18553363,gastrointestinal system benign neoplasm,Disease
Q18554687,Q18554687,lateral cystocele,Disease
Q18554046,Q18554046,plethora of newborn,Disease
Q18557171,Q18557171,pericardial mesothelioma,Disease
Q18554887,Q18554887,duodenal benign neoplasm,Disease
Q18554697,Q18554697,spinal cord melanoma,Disease
Q1774751,Q1774751,Klippel-Feil syndrome,Disease
Q18555264,Q18555264,invasive ductal carcinoma,Disease
Q18557113,Q18557113,heart malignant hemangiopericytoma,Disease
Q18553372,Q18553372,anauxetic dysplasia,Disease
Q929313,Q929313,cardiac tamponade,Disease
Q18557937,Q18557937,thyroid malformation,Disease
Q18555292,Q18555292,idiopathic CD4-positive T-lymphocytopenia,Disease
Q26492792,Q26492792,Noonan syndrome 4,Disease
Q18556740,Q18556740,thymus gland disease,Disease
Q27677606,Q27677606,Alzheimer's disease 10,Disease
Q18556831,Q18556831,gastric squamous cell carcinoma,Disease
Q28065644,Q28065644,isolated microphthalmia 1,Disease
Q18966114,Q18966114,Van Maldergem syndrome,Disease
Q18554861,Q18554861,skeletal tuberculosis,Disease
Q26492831,Q26492831,multiple congenital anomalies-hypotonia-seizures syndrome 1,Disease
Q669435,Q669435,renal agenesis,Disease
Q3043155,Q3043155,purine nucleoside phosphorylase deficiency,Disease
Q18558229,Q18558229,hypersensitivity vasculitis,Disease
Q1531482,Q1531482,gliomatosis cerebri,Disease
Q18554871,Q18554871,pineoblastoma,Disease
Q18553737,Q18553737,bone development disease,Disease
Q18554783,Q18554783,senile degeneration of brain,Disease
Q18556606,Q18556606,rhabdoid meningioma,Disease
Q3567797,Q3567797,hereditary mucosal leukokeratosis,Disease
Q18555338,Q18555338,melanotic neurilemmoma,Disease
Q18557084,Q18557084,renal pelvis neoplasm,Disease
Q18554489,Q18554489,diabetic cataract,Disease
Q5513690,Q5513690,gangliosidosis GM1,Disease
Q18553459,Q18553459,ARC syndrome,Disease
Q18557072,Q18557072,extrahepatic bile duct small cell adenocarcinoma,Disease
Q18556796,Q18556796,laryngeal neuroendocrine tumor,Disease
Q1737261,Q1737261,cavernous hemangioma,Disease
Q27677819,Q27677819,late-adult onset retinitis pigmentosa,Disease
Q18554650,Q18554650,Morgagni cataract,Disease
Q1431933,Q1431933,Aortoiliac occlusive disease,Disease
Q18556375,Q18556375,pediatric mesenchymal chondrosarcoma,Disease
Q18557133,Q18557133,pediatric leptomeningeal melanoma,Disease
Q18554319,Q18554319,globe disease,Disease
Q18554203,Q18554203,abnormal threshold of rods,Disease
Q18556390,Q18556390,familial meningioma,Disease
Q18556383,Q18556383,type C thymoma,Disease
Q3045817,Q3045817,Q3045817,Disease
Q18555974,Q18555974,cerebral ventricle cancer,Disease
Q18556417,Q18556417,extraocular retinoblastoma,Disease
Q18556543,Q18556543,basophilic carcinoma,Disease
Q18557763,Q18557763,mixed astrocytoma-ependymoma,Disease
Q16937928,Q16937928,Hereditary sclerosing poikiloderma,Disease
Q4826340,Q4826340,autoimmune disease of cardiovascular system,Disease
Q18556553,Q18556553,bronchiolo-alveolar adenocarcinoma,Disease
Q2852241,Q2852241,arrhythmogenic right ventricular dysplasia 1,Disease
Q18556345,Q18556345,sarcomatoid renal cell carcinoma,Disease
Q18556364,Q18556364,cervical endometrial stromal sarcoma,Disease
Q16006998,Q16006998,borreliosis,Disease
Q18556347,Q18556347,sarcomatoid mesothelioma,Disease
Q18553413,Q18553413,infancy electroclinical syndrome,Disease
Q2028354,Q2028354,biliary dyskinesia,Disease
Q18554956,Q18554956,rectum lymphoma,Disease
Q18554770,Q18554770,cavernous hemangioma of orbit,Disease
Q18553396,Q18553396,Athabaskan brainstem dysgenesis syndrome,Disease
Q18557326,Q18557326,breast large cell neuroendocrine carcinoma,Disease
Q18557350,Q18557350,cervix small cell carcinoma,Disease
Q27429768,Q27429768,autosomal recessive limb-girdle muscular dystrophy type 2Y,Disease
Q18556664,Q18556664,mixed cell type kidney Wilms' tumor,Disease
Q3427757,Q3427757,respiratory-effort related arousals,Disease
Q424258,Q424258,Acute interstitial pneumonitis,Disease
Q7799755,Q7799755,thyroid lymphoma,Disease
Q27677572,Q27677572,recessive dystrophic epidermolysis bullosa,Disease
Q26492798,Q26492798,Noonan syndrome 10,Disease
Q18556100,Q18556100,adult central nervous system primitive neuroectodermal neoplasm,Disease
Q27677637,Q27677637,Leber congenital amaurosis 16,Disease
Q18555375,Q18555375,hepatic angiomyolipoma,Disease
Q18556238,Q18556238,congenital structural myopathy,Disease
Q21097766,Q21097766,spinocerebellar ataxia type 18,Disease
Q18554847,Q18554847,laryngeal tuberculosis,Disease
Q6881881,Q6881881,mitochondrial myopathy,Disease
Q5282843,Q5282843,distal muscular dystrophy,Disease
Q18553222,Q18553222,lymphoid interstitial pneumonia,Disease
Q2165411,Q2165411,spondylitis,Disease
Q27674936,Q27674936,hypertrophic cardiomyopathy 17,Disease
Q2059279,Q2059279,eosinophilic gastroenteritis,Disease
Q28024557,Q28024557,dilated cardiomyopathy 1Z,Disease
Q4684717,Q4684717,adrenal gland disease,Disease
Q191570,Q191570,Cerebral arteriovenous malformation,Disease
Q18554746,Q18554746,acute thyroiditis,Disease
Q4865826,Q4865826,Bart-Pumphrey syndrome,Disease
Q26695325,Q26695325,cardiac tuberculosis,Disease
Q18557194,Q18557194,type 1 papillary adenoma of the kidney,Disease
Q27674824,Q27674824,atrial heart septal defect 8,Disease
Q18557218,Q18557218,tibial adamantinoma,Disease
Q4634172,Q4634172,3-Methylcrotonyl-CoA carboxylase deficiency,Disease
Q52856,Q52856,Diabetic foot,Disease
Q3044887,Q3044887,anaclitic depression,Disease
Q1660341,Q1660341,shoulder impingement syndrome,Disease
Q26492815,Q26492815,mitochondrial DNA depletion syndrome 3,Disease
Q18555321,Q18555321,childhood oligodendroglioma,Disease
Q28020303,Q28020303,cerebral cavernous malformation,Disease
Q18556387,Q18556387,non specific chronic endometritis,Disease
Q4421929,Q4421929,Hippocampal sclerosis,Disease
Q18554495,Q18554495,diffuse interstitial keratitis,Disease
Q4771330,Q4771330,anterior cerebral artery infarction,Disease
Q18556944,Q18556944,cellular myxoid liposarcoma,Disease
Q18556114,Q18556114,bronchogenic lung adenocarcinoma,Disease
Q18558181,Q18558181,non-congenital cyst of kidney,Disease
Q18557875,Q18557875,upper clivus meningioma,Disease
Q18557881,Q18557881,inflammatory liposarcoma,Disease
Q18554716,Q18554716,chronic perichondritis of pinna,Disease
Q742672,Q742672,dyscalculia,Disease
Q18557583,Q18557583,pineal region germinoma,Disease
Q1428695,Q1428695,focal dystonia,Disease
Q1456383,Q1456383,situs inversus,Disease
Q16525339,Q16525339,oncocytic adenoma,Disease
Q18554864,Q18554864,female breast upper-inner quadrant cancer,Disease
Q18554543,Q18554543,interval angle-closure glaucoma,Disease
Q18555334,Q18555334,cerebellopontine angle tumor,Disease
Q18557659,Q18557659,glottis verrucous carcinoma,Disease
Q2857909,Q2857909,thiamine-responsive megaloblastic anemia syndrome,Disease
Q10434599,Q10434599,bradyopsia,Disease
Q1782574,Q1782574,spasmodic dystonia,Disease
Q7405738,Q7405738,Salpingitis isthmica nodosa,Disease
Q18554718,Q18554718,cystoid macular retinal degeneration,Disease
Q581592,Q581592,paraganglioma,Disease
Q18558013,Q18558013,megakaryocytic leukemia,Disease
Q18553713,Q18553713,amyotrophic lateral sclerosis type 1,Disease
Q18554189,Q18554189,degenerative myopia,Disease
Q18556465,Q18556465,testicular Leydig cell tumor,Disease
Q976163,Q976163,polyhydramnios,Disease
Q18557925,Q18557925,Meckel's diverticulitis,Disease
Q18557590,Q18557590,polyp of middle ear,Disease
Q27677658,Q27677658,Charcot-Marie-Tooth disease type 4G,Disease
Q18556628,Q18556628,mediastinum leiomyoma,Disease
Q18975718,Q18975718,tricuspid valve stenosis,Disease
Q18554701,Q18554701,choroid disease,Disease
Q6837320,Q6837320,3MC syndrome 1,Disease
Q5712565,Q5712565,hemorrhagic cystitis,Disease
Q3042146,Q3042146,SOST-related sclerosing bone dysplasia,Disease
Q18966156,Q18966156,pontocerebellar hypoplasia type 5,Disease
Q19587382,Q19587382,autosomal dominant non-syndromic intellectual disability,Disease
Q177755,Q177755,astrocytoma,Disease
Q8041560,Q8041560,X-linked mental retardation,Disease
Q18556262,Q18556262,anal margin basal cell carcinoma,Disease
Q23037795,Q23037795,infantile myofibromatosis,Disease
Q18554851,Q18554851,benign eccrine breast spiradenoma,Disease
Q21154057,Q21154057,chromosome 15q11.2 deletion syndrome,Disease
Q18554907,Q18554907,tumor of exocrine pancreas,Disease
Q250449,Q250449,alpha-mannosidosis,Disease
Q27677659,Q27677659,Charcot-Marie-Tooth disease dominant intermediate B,Disease
Q1187697,Q1187697,adult-onset Still's disease,Disease
Q1558317,Q1558317,focal hand dystonia,Disease
Q7834286,Q7834286,transient neonatal diabetes mellitus,Disease
Q944108,Q944108,animal phobia,Disease
Q18555929,Q18555929,trochlear nerve neoplasm,Disease
Q1642206,Q1642206,superior mesenteric artery syndrome,Disease
Q18554976,Q18554976,vulvar syringoma,Disease
Q28816711,Q28816711,rod monochromacy,Disease
Q1799146,Q1799146,irritant dermatitis,Disease
Q3505189,Q3505189,verbal auditory agnosia,Disease
Q18556718,Q18556718,vulvar leiomyosarcoma,Disease
Q3508585,Q3508585,ablepharon macrostomia syndrome,Disease
Q1427032,Q1427032,macular holes,Disease
Q3768153,Q3768153,pigmented villonodular synovitis,Disease
Q18553479,Q18553479,multiple synostoses syndrome,Disease
Q653078,Q653078,Whipple disease,Disease
Q21505518,Q21505518,reducing body myopathy,Disease
Q5571213,Q5571213,glomangiosarcoma,Disease
Q18556834,Q18556834,penis squamous cell carcinoma,Disease
Q200985,Q200985,Hartnup disease,Disease
Q28065569,Q28065569,autosomal recessive Robinow syndrome,Disease
Q3980374,Q3980374,pneumoconiosis due to talc,Disease
Q18553498,Q18553498,sinoatrial node disease,Disease
Q18555114,Q18555114,tactile epilepsy,Disease
Q18556146,Q18556146,Schneiderian carcinoma,Disease
Q18557870,Q18557870,sacral spinal canal and spinal cord meningioma,Disease
Q2140130,Q2140130,lateral medullary syndrome,Disease
Q1335642,Q1335642,Emery-Dreifuss muscular dystrophy,Disease
Q16244733,Q16244733,intestinal obstruction,Disease
Q18554753,Q18554753,protozoal dysentery,Disease
Q18556407,Q18556407,submandibular adenitis,Disease
Q1258463,Q1258463,WHIM syndrome,Disease
Q2388598,Q2388598,Ollier disease,Disease
Q4781026,Q4781026,appendix cancer,Disease
Q1507609,Q1507609,ochronosis,Disease
Q27677734,Q27677734,Leber congenital amaurosis 7,Disease
Q4904691,Q4904691,Bietti crystalline corneoretinal dystrophy,Disease
Q752216,Q752216,Gilbert syndrome,Disease
Q18553788,Q18553788,psychologic vaginismus,Disease
Q1620193,Q1620193,cerebral degeneration,Disease
Q18553812,Q18553812,gallbladder lipoma,Disease
Q23037743,Q23037743,shellfish allergy,Disease
Q18967477,Q18967477,nodular goiter,Disease
Q3042106,Q3042106,dysgammaglobulinemia,Disease
Q18556998,Q18556998,lung meningioma,Disease
Q17300307,Q17300307,low tension glaucoma,Disease
Q4690011,Q4690011,African histoplasmosis,Disease
Q27674918,Q27674918,hypertrophic cardiomyopathy 2,Disease
Q4927306,Q4927306,Blocq's disease,Disease
Q3589157,Q3589157,Autosomal dominant nocturnal frontal lobe epilepsy,Disease
Q18554762,Q18554762,sclerosing keratitis,Disease
Q27677688,Q27677688,Brugada syndrome 6,Disease
Q5398631,Q5398631,esophageal candidiasis,Disease
Q2054837,Q2054837,misophonia,Disease
Q27674821,Q27674821,atrial heart septal defect 5,Disease
Q18554079,Q18554079,endometriosis of intestine,Disease
Q18556249,Q18556249,conjunctival disease,Disease
Q18557687,Q18557687,pulmonary type ovarian small cell carcinoma,Disease
Q18557609,Q18557609,active peptic ulcer disease,Disease
Q21124510,Q21124510,Native American myopathy,Disease
Q3556400,Q3556400,color agnosia,Disease
Q840910,Q840910,metritis,Disease
Q17141594,Q17141594,Urocanic aciduria,Disease
Q26695319,Q26695319,Hermansky-Pudlak syndrome 7,Disease
Q18555294,Q18555294,papillary carcinoma,Disease
Q5533166,Q5533166,geniculate ganglionitis,Disease
Q1423538,Q1423538,gamma chain deficiency,Disease
Q17120550,Q17120550,peeling skin syndrome,Disease
Q18554587,Q18554587,malignant secondary hypertension,Disease
Q7799620,Q7799620,thymic carcinoma,Disease
Q18554049,Q18554049,DIC in newborn,Disease
Q21124539,Q21124539,"chromosome 16p12.1 deletion syndrome, 520kb",Disease
Q28024750,Q28024750,primary ciliary dyskinesia 5,Disease
Q18557844,Q18557844,gallbladder lymphoma,Disease
